Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Unit Code,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Status,Energy Source 1,Energy Source 2,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year
20847,Wisconsin Electric Power Co,56068,Elm Road Generating Station,WI,Milwaukee,2,ST,,701.3,634.0,634.0,OP,BIT,SUB,1,2011, , 
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,Salt Lake,1,ST,,50.0,50.0,50.0,OP,BIT,NG,1,1943, , 
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,Salt Lake,2,ST,,25.0,25.0,25.0,OP,BIT,NG,1,1943, , 
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,Salt Lake,3,ST,,25.0,25.0,25.0,OP,BIT,NG,1,1946, , 
49805,Kennecott Utah Copper,56163,Kennecott Power Plant,UT,Salt Lake,4,ST,,82.0,75.0,75.0,OP,BIT,NG,1,1958, , 
49896,"Newmont Nevada Energy Investment, LLC",56224,TS Power Plant,NV,Eureka,001,ST,,242.0,218.4,219.2,OP,SUB,,6,2008, , 
19545,Black Hills Power Inc,56319,Wygen 2,WY,Campbell,0001,ST,,95.0,85.0,95.0,OP,SUB,NG,1,2008, , 
58905,NRG Energy Services - Plum Point,56456,Plum Point Energy Station,AR,Mississippi,STG1,ST,,720.0,670.0,670.0,OP,SUB,,9,2010, , 
17698,Southwestern Electric Power Co,56564,John W Turk Jr Power Plant,AR,HEMPSTEAD,1,ST,,609.0,609.0,609.0,OP,SUB,,12,2012, , 
19545,Black Hills Power Inc,56596,Wygen III,WY,CAMPBELL,5,ST,,116.2,100.0,100.0,OP,SUB,NG,4,2010, , 
1307,Basin Electric Power Coop,56609,Dry Fork Station,WY,Campbell,01,ST,,483.7,380.0,405.0,OP,SUB,,11,2011, , 
55861,Sandy Creek Energy Associates  L P,56611,Sandy Creek Energy Station,TX,McLennan,S01,ST,,"1,008.0",936.5,938.6,OP,SUB,,5,2013, , 
55924,GenPower,56671,Longview Power LLC,WV,Monongalia,MKA01,ST,,807.5,700.0,700.0,OP,BIT,,12,2011, , 
55988,Virginia Polytechnic Inst and State Unv,56785,Virginia Tech Power Plant,VA,MONTGOMERY,WG01,ST,,6.3,2.5,6.3,OP,BIT,NG,3,1976, , 
7570,Great River Energy,56786,Spiritwood Station,ND,Stutsman,1,ST,,106.2,52.0,52.0,OP,LIG,NG,11,2014, , 
19876,Virginia Electric & Power Co,56808,Virginia City Hybrid Energy Center,VA,Wise,1,ST,,668.0,610.0,620.0,OP,BIT,WC,7,2012, , 
772,Archer Daniels Midland Co,57046,Archer Daniels Midland Columbus,NE,PLATTE,GEN1,ST,,71.4,61.0,61.0,OP,SUB,BIT,5,2010, , 
57279,California Portland Cement Co,57907,Colton Plant,CA,San Bernardino,1,ST,,15.0,14.3,14.3,OS,BIT,WH,4,1985,4,2015
57279,California Portland Cement Co,57907,Colton Plant,CA,San Bernardino,2,ST,,15.0,14.3,14.3,OS,BIT,WH,4,1985,4,2015
57296,Sidney Sugars Incorporated,57914,Sidney MT Plant,MT,Richland,1,ST,,2.0, ,2.0,OP,LIG,NG,9,1950, , 
57296,Sidney Sugars Incorporated,57914,Sidney MT Plant,MT,Richland,2,ST,,2.0, ,2.0,OP,LIG,NG,9,1950, , 
57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,1,ST,,3.5,3.5,3.5,OP,SUB,NG,6,1953, , 
57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,2,ST,,3.5,3.5,3.5,OP,SUB,NG,6,1953, , 
57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,3,ST,,4.0,3.5,3.5,OP,SUB,NG,6,1964, , 
57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,4,ST,,10.0,10.0,10.0,OP,SUB,NG,6,1972, , 
57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,5,ST,,10.0,10.0,10.0,OP,SUB,NG,6,1975, , 
57297,FMC Westvaco,57915,FMC Westvaco,WY,Sweetwater,6,ST,,10.0,10.0,10.0,OP,SUB,NG,6,1975, , 
57300,Bayer CropScience,57917,Bayer CropScience Institute Plant,WV,Kanawha,1,ST,,6.3,6.3,6.3,OP,BIT,NG,5,1958, , 
57300,Bayer CropScience,57917,Bayer CropScience Institute Plant,WV,Kanawha,2,ST,,6.3,6.3,6.3,OP,BIT,NG,4,1961, , 
57302,Sonoco Products Co,57919,Sonoco Products Co,SC,Darlington,4,ST,,28.0,28.0,28.0,OP,BIT,WDS,6,1957, , 
57305,Wright Patterson AFB,57926,Heat Plant 770,OH,Greene,HP,ST,,1.2, ,1.2,OP,BIT,,4,2003, , 
57305,Wright Patterson AFB,57926,Heat Plant 770,OH,Greene,LP,ST,,0.8, ,0.8,OP,BIT,,4,2003, , 
57306,Southern Illinois University Carbondale,57928,SIUC,IL,Jackson,GEN5,ST,,3.5,2.8,2.8,OP,BIT,,6,1998, , 
57316,Miller Coors LLC,57936,Albany Brewery,GA,Dougherty,GEN1,ST,,6.0,2.5,2.5,SB,SUB,,11,1979, , 
57315,Western Sugar Cooperative,57937,Western Sugar Coop - Scottsbluff,NE,Scotts Bluff,SCBF,ST,,5.0,5.0,5.0,OP,SUB,,9,1987, , 
57317,Wausau Paper Middletown,57940,Wausau Paper Middletown,OH,Butler,G3,ST,,7.5,1.0,1.5,OP,BIT,DFO,4,1986, , 
57322,Naval Facilities Engineering Command,57944,Goddard Steam Plant,MD,Charles,1,ST,,6.2,5.0,3.5,OP,BIT,RFO,7,1957,9,2015
57322,Naval Facilities Engineering Command,57944,Goddard Steam Plant,MD,Charles,2,ST,,6.2,5.0,3.5,OP,BIT,RFO,7,1957,9,2015
57324,Michigan Sugar Company,57949,MSC Sebewaing,MI,Huron,1,ST,,1.5, ,1.4,OP,BIT,NG,10,1990, , 
57324,Michigan Sugar Company,57949,MSC Sebewaing,MI,Huron,2,ST,,1.0, ,0.9,OP,BIT,NG,10,1979, , 
57324,Michigan Sugar Company,57950,MSC Croswell,MI,Sanilac,1,ST,,1.3, ,1.2,OP,BIT,NG,10,1948, , 
57315,Western Sugar Cooperative,57967,Western Sugar Coop - Torrington,WY,Goshen,GEGEN,ST,,2.0,2.0,2.0,OP,SUB,NG,10,1978, , 
57440,"SABIC IP Mt. Vernon, LLC",58063,SABIC Innovative Plastics Mt. Vernon,IN,Posey,1,ST,,5.5,3.0,3.0,OA,BIT,NG,6,1996, , 
57315,Western Sugar Cooperative,58081,Western Sugar Coop- Ft Morgan,CO,Morgan,ATB-2,ST,,3.0,3.0,3.0,OP,SUB,,9,1947, , 
58159,Penn State University,58194,West Campus Steam Plant,PA,Centre,WC 2,ST,,2.5,0.5,1.0,OP,BIT,NG,1,1938,3,2015
58159,Penn State University,58194,West Campus Steam Plant,PA,Centre,WC 3,ST,,3.5,0.6,2.8,OP,BIT,NG,1,1949,3,2015
58176,Veolia Energy Kansas City,58205,Grand Ave Plant,MO,Jackson,1,ST,,5.0,4.8,4.8,OP,BIT,NG,7,1991, , 
58194,E.B. Eddy Paper Inc,58222,E.B. Eddy Paper Inc,MI,St Clair,3TU,ST,,5.0,5.0,5.0,OP,BIT,NG,8,1969, , 
