Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Unit Code,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Status,Energy Source 1,Energy Source 2,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year
3103,Cargill Inc,10729,Cargill Corn Wet Milling Plant,TN,Shelby,GEN1,ST,,25.0,10.3,10.3,OP,BIT,NG,5,1985, , 
12949,Morgantown Energy Associates,10743,Morgantown Energy Facility,WV,Monongalia,GEN1,ST,,68.9,50.0,50.0,OP,WC,BIT,11,1991, , 
16061,Rio Bravo Jasmin,10768,Rio Bravo Jasmin,CA,Kern,UP9,ST,,38.2,33.0,33.0,OP,BIT,PC,9,1989, , 
4217,Colstrip Energy LP,10784,Colstrip Energy LP,MT,Rosebud,GEN1,ST,,46.1,35.0,40.5,OP,WC,,2,1990, , 
50006,Invista,10795,Camden South Carolina,SC,Kershaw,GEN1,ST,,5.5,5.5,5.5,OP,BIT,NG,1,1952, , 
50006,Invista,10795,Camden South Carolina,SC,Kershaw,GEN2,ST,,5.5,5.5,5.5,OS,BIT,NG,1,1952, , 
50006,Invista,10795,Camden South Carolina,SC,Kershaw,GEN3,ST,,19.0,17.5,18.0,OP,BIT,NG,7,1993, , 
3807,Cleveland Cliffs Inc,10849,Silver Bay Power,MN,Lake,GEN1,ST,,50.0,36.0,36.0,OP,SUB,NG,10,1955, , 
3807,Cleveland Cliffs Inc,10849,Silver Bay Power,MN,Lake,GEN2,ST,,81.6,69.0,69.0,OP,SUB,NG,1,1962, , 
3106,Cargill Inc North America Sweetners,10855,Cargill Corn Milling Division,IA,Monroe,GEN1,ST,,20.0,18.7,18.8,SB,SUB,,12,1952, , 
3106,Cargill Inc North America Sweetners,10855,Cargill Corn Milling Division,IA,Monroe,GEN2,ST,,20.0,18.0,18.0,OP,SUB,,12,1952, , 
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,1A,ST,,75.0,75.0,75.0,OP,SUB,BIT,2,2009, , 
772,Archer Daniels Midland Co,10860,Archer Daniels Midland Clinton,IA,Clinton,2A,ST,,105.0,105.0,105.0,OP,SUB,BIT,4,2009, , 
772,Archer Daniels Midland Co,10861,Archer Daniels Midland Des Moines,IA,Polk,GEN1,ST,,7.9,7.9,7.9,OP,SUB,,5,1988, , 
772,Archer Daniels Midland Co,10862,Archer Daniels Midland Lincoln,NE,Lancaster,GEN1,ST,,7.9,7.9,7.9,OP,SUB,,7,1988, , 
772,Archer Daniels Midland Co,10863,Archer Daniels Midland Mankato,MN,Blue Earth,GEN1,ST,,6.1,6.2,6.2,OP,SUB,,10,1987, , 
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,Linn,GEN1,ST,,31.0,31.0,31.0,OP,SUB,BIT,11,1988, , 
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,Linn,GEN2,ST,,31.0,31.0,31.0,OP,SUB,BIT,11,1988, , 
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,Linn,GEN3,ST,,31.0,31.0,31.0,OP,SUB,BIT,11,1988, , 
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,Linn,GEN4,ST,,31.0,31.0,31.0,OP,SUB,BIT,11,1988, , 
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,Linn,GEN5,ST,,31.0,31.0,31.0,OP,SUB,BIT,2,1995, , 
772,Archer Daniels Midland Co,10864,Archer Daniels Midland Cedar Rapids,IA,Linn,GEN6,ST,,101.1,105.0,105.0,OP,SUB,BIT,11,2000, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN2,ST,,31.0,31.0,31.0,OP,BIT,SUB,4,1987, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN3,ST,,31.0,31.0,31.0,OP,BIT,SUB,4,1987, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN4,ST,,31.0,31.0,31.0,OP,BIT,SUB,5,1987, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN5,ST,,31.0,31.0,31.0,OP,BIT,SUB,12,1987, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN6,ST,,31.0,31.0,31.0,OP,BIT,SUB,9,1994, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN7,ST,,75.0,75.0,75.0,OP,BIT,SUB,4,1997, , 
772,Archer Daniels Midland Co,10865,Archer Daniels Midland Decatur,IL,Macon,GEN8,ST,,105.0,105.0,105.0,OP,BIT,SUB,4,2005, , 
7,Tate & Lyle Ingredients Americas Inc,10867,Tate & Lyle Decatur Plant Cogen,IL,Macon,GEN1,ST,,62.0,58.1,62.0,OP,BIT,,1,1989, , 
13833,Northeastern Power Co,50039,Kline Township Cogen Facility,PA,Schuylkill,GEN1,ST,,59.0,52.0,52.0,OP,WC,DFO,7,1989, , 
21223,University of Northern Iowa,50088,University of Northern Iowa,IA,Black Hawk,GEN1,ST,,7.5,7.5,7.5,OP,BIT,PC,11,1982, , 
27131,Imperial Savannah LP,50146,Imperial Savannah LP,GA,Chatham,GENA,ST,,2.7,2.7,2.7,OP,BIT,NG,3,1948, , 
27131,Imperial Savannah LP,50146,Imperial Savannah LP,GA,Chatham,GENB,ST,,3.0,3.0,3.0,OP,BIT,NG,2,1959, , 
27131,Imperial Savannah LP,50146,Imperial Savannah LP,GA,Chatham,GENC,ST,,1.0,1.0,1.0,OP,BIT,NG,8,1946, , 
27131,Imperial Savannah LP,50146,Imperial Savannah LP,GA,Chatham,GEND,ST,,5.0,4.5,4.5,OA,BIT,NG,3,1985, , 
23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,NC,Haywood,GEN8,ST,,7.5,7.5,7.5,OP,BIT,BLQ,1,1937, , 
23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,NC,Haywood,GEN9,ST,,7.5,7.5,7.5,OP,BIT,BLQ,1,1941, , 
23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,NC,Haywood,GN10,ST,,7.5,7.5,7.5,OP,BIT,BLQ,1,1946, , 
23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,NC,Haywood,GN11,ST,,7.5,7.5,7.5,OP,BIT,BLQ,1,1949, , 
23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,NC,Haywood,GN12,ST,,10.0,10.0,10.0,OP,BIT,BLQ,1,1952, , 
23815,Blue Ridge Paper Products Inc,50244,Canton North Carolina,NC,Haywood,GN13,ST,,12.5,12.5,12.5,OP,BIT,BLQ,6,1979, , 
50097,NewPage Corp-Luke,50282,Luke Mill,MD,Allegany,GEN1,ST,,35.0,32.0,26.0,OP,BIT,BLQ,1,1958, , 
50097,NewPage Corp-Luke,50282,Luke Mill,MD,Allegany,GEN2,ST,,30.0,28.0,24.0,OP,BIT,BLQ,1,1979, , 
49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,PA,Blair,TG3,ST,,2.5,2.5,2.5,SB,BIT,DFO,1,1929, , 
49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,PA,Blair,TG4,ST,,4.5,4.5,4.5,SB,BIT,DFO,1,1930, , 
49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,PA,Blair,TG5,ST,,3.0,3.0,3.0,SB,BIT,DFO,1,1936, , 
49923,American Eagle Paper Mills,50284,American Eagle Paper Mills,PA,Blair,TG6,ST,,7.5,7.0,7.1,OP,BIT,,1,1958, , 
56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN1,ST,F401,5.0,24.0,17.3,OP,SUB,,1,1955, , 
56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN3,ST,F401,5.0, , ,OP,SUB,,1,1955, , 
56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN4,ST,F401,5.0, , ,OP,SUB,,1,1955, , 
56389,Doyon Utilities - Ft. Wainwright,50308,Utility Plants Section,AK,Fairbanks North Star,GEN5,ST,F401,5.0, , ,OP,SUB,,1,1989, , 
19564,University of Notre Dame,50366,University of Notre Dame,IN,ST JOSEPH,GEN1,ST,,3.0,3.0,3.0,OP,BIT,NG,6,1962, , 
19564,University of Notre Dame,50366,University of Notre Dame,IN,ST JOSEPH,GEN2,ST,,1.7,1.7,1.7,OP,BIT,NG,7,1952, , 
19564,University of Notre Dame,50366,University of Notre Dame,IN,ST JOSEPH,GEN5,ST,,2.0,2.0,2.0,OP,BIT,NG,9,1956, , 
19564,University of Notre Dame,50366,University of Notre Dame,IN,ST JOSEPH,GEN6,ST,,5.0,5.0,5.0,OP,BIT,NG,2,1967, , 
19564,University of Notre Dame,50366,University of Notre Dame,IN,ST JOSEPH,GEN7,ST,,9.4,9.4,9.4,OP,BIT,NG,3,2000, , 
22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,TG1,ST,,2.5,0.5,2.2,OP,SUB,,10,1952, , 
22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,TG2,ST,,2.5,0.5,2.2,OP,SUB,,10,1952, , 
22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,TG3,ST,,5.0,5.0,5.0,OP,SUB,,8,1955, , 
22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,TG4,ST,,5.0,5.0,5.0,OP,SUB,,6,1969, , 
22199,U S Air Force-Eielson AFB,50392,Eielson AFB Central Heat & Power Plant,AK,Fairbanks North Star,TG5,ST,,10.0,9.0,9.5,OP,SUB,,10,1987, , 
5033,Domtar Industries Inc,50395,Georgia-Pacific Corp - Nekoosa Mill,WI,Wood,TG6,ST,,6.0,5.7,5.5,OP,BIT,NG,1,1951, , 
5033,Domtar Industries Inc,50395,Georgia-Pacific Corp - Nekoosa Mill,WI,Wood,TG8,ST,,16.0,13.0,15.0,OP,BIT,WDS,1,1966, , 
14310,P H Glatfelter Co,50397,P H Glatfelter,PA,York,GEN1,ST,,6.0,5.0,5.0,OP,BIT,RFO,7,1948, , 
14310,P H Glatfelter Co,50397,P H Glatfelter,PA,York,GEN2,ST,,5.9,4.0,3.9,SB,BIT,RFO,4,1975, , 
14310,P H Glatfelter Co,50397,P H Glatfelter,PA,York,GEN3,ST,,5.1,4.0,4.3,OP,BIT,RFO,5,1948, , 
14310,P H Glatfelter Co,50397,P H Glatfelter,PA,York,GEN4,ST,,7.5,8.7,8.0,OP,BIT,BLQ,8,1962, , 
14310,P H Glatfelter Co,50397,P H Glatfelter,PA,York,GEN5,ST,,45.9,36.1,33.1,OP,BIT,WDS,5,1989, , 
30002,International Paper Co,50398,International Paper Savanna Mill,GA,Chatham,GEN9,ST,,71.2,71.2,71.2,OP,BIT,WDS,6,1981, , 
10273,Kimberly-Clark Corp,50410,Chester Operations,PA,Delaware,5,ST,,67.0,67.0,67.0,OP,WC,PC,5,1986, , 
15400,Procter & Gamble Co,50456,Procter & Gamble Cincinnati Plant,OH,Hamilton,GEN1,ST,,12.5,11.7,11.8,OP,BIT,NG,11,1965, , 
14369,Packaging Corp of America,50476,Packaging of America Tomahawk Mill,WI,Lincoln,GEN1,ST,,6.3,5.4,5.8,OP,BIT,WDS,6,1948, , 
14369,Packaging Corp of America,50476,Packaging of America Tomahawk Mill,WI,Lincoln,GEN2,ST,,9.4,8.2,8.9,OP,BIT,WDS,8,1978, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG10,ST,,6.0,6.0,6.0,OP,BIT,NG,2,1946, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG11,ST,,6.0,6.0,6.0,OP,BIT,NG,5,1949, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG12,ST,,6.0,6.0,6.0,OP,BIT,NG,2,1953, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG13,ST,,7.0,7.0,7.0,OP,BIT,NG,1,1960, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG14,ST,,10.0,10.0,10.0,OP,BIT,NG,4,1962, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG15,ST,,7.5,7.5,7.5,OP,BIT,NG,10,1963, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG16,ST,,10.4,10.4,10.4,OP,BIT,NG,7,1966, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG17,ST,,10.4,10.4,10.4,OP,BIT,NG,10,1966, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG18,ST,,10.4,10.4,10.4,OP,BIT,NG,7,1967, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG19,ST,,10.4,10.4,10.4,OP,BIT,NG,3,1970, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG20,ST,,10.4,10.4,10.4,OP,BIT,NG,4,1972, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG21,ST,,15.0,15.0,15.0,OP,BIT,NG,7,1969, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG22,ST,,15.4,15.4,15.4,OP,BIT,NG,9,1982, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG24,ST,,16.8,16.8,16.8,OP,BIT,NG,7,1983, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TG26,ST,,16.6,16.6,16.6,OP,BIT,NG,10,1994, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TGO7,ST,,6.0,6.0,6.0,OP,BIT,NG,9,1936, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TGO8,ST,,6.0,6.0,6.0,OP,BIT,NG,9,1939, , 
5610,Eastman Chemical Co-TN Ops,50481,Tennessee Eastman Operations,TN,Sullivan,TGO9,ST,,6.0,6.0,6.0,OP,BIT,NG,7,1941, , 
50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,WV,Marshall,GEN3,ST,,7.5,7.5,7.5,SB,BIT,NG,1,1943, , 
50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,WV,Marshall,GEN4,ST,,7.5,7.5,7.5,OP,BIT,NG,1,1943, , 
50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,WV,Marshall,GEN6,ST,,26.0,26.0,26.0,OP,BIT,NG,1,1954, , 
50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,WV,Marshall,GEN7,ST,,82.0,82.0,82.0,OP,BIT,NG,1,1966, , 
58224,Westwood Generation LLC,50611,Westwood Generation LLC,PA,Schuylkill,GEN1,ST,,36.0,30.0,30.0,OP,WC,,6,1987, , 
19511,University of Alaska,50711,University of Alaska Fairbanks,AK,Fairbanks North Star,GEN1,ST,,1.5,0.5,1.4,OP,SUB,DFO,1,1964, , 
19511,University of Alaska,50711,University of Alaska Fairbanks,AK,Fairbanks North Star,GEN2,ST,,1.5,0.5,1.4,OP,SUB,DFO,1,1964, , 
19511,University of Alaska,50711,University of Alaska Fairbanks,AK,Fairbanks North Star,GEN3,ST,,10.0,8.1,10.0,OP,SUB,DFO,4,1981, , 
14432,"Panther Creek Power Operating, LLC",50776,Panther Creek Energy Facility,PA,Carbon,GEN1,ST,,94.0,83.0,83.0,OP,WC,,7,1992, , 
18414,TES Filer City Station LP,50835,TES Filer City Station,MI,Manistee,GEN1,ST,,70.0,60.0,60.0,OP,BIT,WDS,5,1990, , 
20541,Wheelabrator Environmental Systems,50879,Wheelabrator Frackville Energy,PA,Schuylkill,GEN1,ST,,48.0,42.5,42.5,OP,WC,,9,1988, , 
23013,"EIF Northampton GP, LLC",50888,Northampton Generating Company LP,PA,Northampton,GEN1,ST,,134.1,112.0,112.0,OP,WC,TDF,8,1995, , 
20508,MeadWestvaco Corp,50900,Covington Facility,VA,Covington City,GEN3,ST,,10.5,10.5,10.5,OP,BIT,NG,1,1951, , 
20508,MeadWestvaco Corp,50900,Covington Facility,VA,Covington City,GEN5,ST,,34.0,32.5,32.5,OP,BIT,WDS,9,1989, , 
8,Tate & Lyle Ingredients Americas Inc,50903,Sagamore Plant Cogeneration,IN,Tippecanoe,GEN1,ST,,7.4,7.4,7.4,OP,BIT,,10,1984, , 
49801,Expera Specialty Solutions,50933,Rhinelander Mill,WI,Oneida,GEN6,ST,,9.3,6.3,8.5,OP,BIT,SUB,7,1958, , 
21734,Sunnyside Cogeneration Assoc,50951,Sunnyside Cogen Associates,UT,Carbon,GEN1,ST,,58.1,51.0,51.0,OP,WC,,2,1993, , 
34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,MO,Boone,GEN1,ST,,6.2,6.0,6.1,OP,BIT,NG,7,1961, , 
34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,MO,Boone,GEN2,ST,,12.5,12.2,12.3,OP,BIT,NG,7,1974, , 
34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,MO,Boone,GEN3,ST,,19.8,19.2,19.4,OP,BIT,NG,8,1986, , 
34359,Curators of the University of Missouri,50969,MU Combined Heat and Power Plant,MO,Boone,GEN4,ST,,14.5,13.3,13.4,OP,BIT,NG,7,1988, , 
14932,US Operating Services Company,50974,Scrubgrass Generating Company LP,PA,Venango,GEN1,ST,,94.7,83.5,86.1,OP,WC,SUB,6,1993, , 
14932,US Operating Services Company,50976,Indiantown Cogeneration LP,FL,Martin,GEN1,ST,,395.4,330.0,330.0,OP,BIT,NG,12,1995, , 
19876,Virginia Electric & Power Co,52007,Mecklenburg Power Station,VA,Mecklenburg,GEN1,ST,,69.9,69.0,69.0,OP,BIT,,11,1992, , 
19876,Virginia Electric & Power Co,52007,Mecklenburg Power Station,VA,Mecklenburg,GEN2,ST,,69.9,69.0,69.0,OP,BIT,,11,1992, , 
57098,Sandow Power Co LLC,52071,Sandow No 5,TX,Milam,5,ST,,661.5,600.0,600.0,OP,LIG,DFO,1,2010, , 
22218,U S Army-Radford,52072,Radford Army Ammunition Plant,VA,Montgomery,GEN1,ST,,6.0,5.6,5.6,OP,BIT,DFO,1,1990, , 
22218,U S Army-Radford,52072,Radford Army Ammunition Plant,VA,Montgomery,GEN2,ST,,6.0,5.6,5.6,OP,BIT,DFO,1,1990, , 
22218,U S Army-Radford,52072,Radford Army Ammunition Plant,VA,Montgomery,GEN3,ST,,6.0,5.6,5.6,OP,BIT,DFO,1,1990, , 
22218,U S Army-Radford,52072,Radford Army Ammunition Plant,VA,Montgomery,GEN4,ST,,6.0,5.6,5.6,OP,BIT,DFO,1,1990, , 
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN1,ST,,6.0,6.0,6.0,OP,BIT,NG,1,1942, , 
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN2,ST,,6.0,6.0,6.0,OP,BIT,NG,1,1942, , 
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN3,ST,,6.0,6.0,6.0,OP,BIT,NG,1,1944, , 
57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,VA,Giles,GEN4,ST,,9.2,9.2,9.2,OP,BIT,NG,1,1966, , 
55808,Westmoreland Partners,54035,Roanoke Valley Energy Facililty I,NC,Halifax,GEN1,ST,,182.3,165.0,167.2,OP,BIT,,3,1994, , 
55740,Spruance Genco LLC,54081,Spruance Genco LLC,VA,Richmond City,GEN1,ST,,57.4,52.5,52.5,OP,BIT,,5,1992, , 
55740,Spruance Genco LLC,54081,Spruance Genco LLC,VA,Richmond City,GEN2,ST,,57.4,52.5,52.5,OP,BIT,,5,1992, , 
55740,Spruance Genco LLC,54081,Spruance Genco LLC,VA,Richmond City,GEN3,ST,,57.4,42.5,42.5,OP,BIT,,8,1992, , 
55740,Spruance Genco LLC,54081,Spruance Genco LLC,VA,Richmond City,GEN4,ST,,57.4,42.5,42.5,OP,BIT,,8,1992, , 
54738,Thilmany LLC,54098,Kaukauna Paper Mill,WI,Outagamie,GEN4,ST,,12.0,12.0,12.0,OP,BIT,PC,1,1967, , 
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN3,ST,,13.2,13.3,13.3,OP,BIT,NG,9,1978, , 
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN4,ST,,6.2,6.3,6.3,SB,BIT,NG,10,1960, , 
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN5,ST,,11.5,11.5,11.5,OP,BIT,NG,3,1970, , 
9434,Iowa State University,54201,Iowa State University,IA,Story,GEN6,ST,,15.1,15.1,15.1,OP,BIT,NG,5,2005, , 
491,American Crystal Sugar Co,54210,American Crystal Sugar Hillsboro,ND,Traill,G1,ST,,13.3,13.3,13.3,OP,SUB,,9,1990, , 
491,American Crystal Sugar Co,54211,American Crystal Sugar Moorhead,MN,Clay,G1,ST,,3.0,3.0,3.0,OP,SUB,,9,1948, , 
491,American Crystal Sugar Co,54211,American Crystal Sugar Moorhead,MN,Clay,G2,ST,,2.0,2.0,2.0,OP,SUB,,9,1961, , 
491,American Crystal Sugar Co,54212,American Crystal Sugar Crookston,MN,Polk,G1,ST,,3.5,3.5,3.5,OP,SUB,,9,1954, , 
491,American Crystal Sugar Co,54212,American Crystal Sugar Crookston,MN,Polk,G2,ST,,3.0,3.0,3.0,OP,SUB,,9,1975, , 
491,American Crystal Sugar Co,54213,American Crystal Sugar Drayton,ND,Pembina,G1,ST,,6.0,6.0,6.0,OP,SUB,,9,1965, , 
491,American Crystal Sugar Co,54214,American Crystal Sugar East Grand Forks,MN,Polk,G1,ST,,2.5,2.5,2.5,OP,SUB,,9,1990, , 
491,American Crystal Sugar Co,54214,American Crystal Sugar East Grand Forks,MN,Polk,G2,ST,,5.0,5.0,5.0,OP,SUB,,9,1990, , 
19541,University of North Carolina,54276,Univ of NC Chapel Hill Cogen Facility,NC,Orange,TG3,ST,,28.0,28.7,28.7,OP,BIT,NG,7,1991, , 
1735,Birchwood Power Partners LP,54304,Birchwood Power,VA,King George,1,ST,,258.3,238.2,243.7,OP,BIT,,11,1996, , 
7067,Tata Chemicals Partners,54318,General Chemical,WY,Sweetwater,TG1,ST,,15.0,15.0,15.0,OP,BIT,NG,5,1968, , 
7067,Tata Chemicals Partners,54318,General Chemical,WY,Sweetwater,TG2,ST,,15.0,15.0,15.0,OP,BIT,NG,1,1977, , 
12986,Morton Salt Inc,54335,Morton Salt Rittman,OH,Wayne,GEN1,ST,,1.5,1.5,1.5,OP,BIT,NG,10,1978,1,2015
18028,State of Wisconsin,54407,Waupun Correctional Central Heating Plt,WI,Dodge,1,ST,,1.0,0.2,0.3,OP,BIT,NG,5,1951, , 
18028,State of Wisconsin,54407,Waupun Correctional Central Heating Plt,WI,Dodge,2,ST,,1.0,0.5,0.8,OP,BIT,NG,5,1951, , 
17604,Southern Minnesota Beet Sugar,54533,Southern Minnesota Beet Sugar,MN,Renville,0001,ST,,7.5,7.5,7.5,OP,SUB,RFO,9,1976, , 
4222,Ingredion Inc - Illinois,54556,Ingredion Incorporated,IL,Cook,TGO1,ST,,22.5,21.1,21.2,OP,BIT,NG,5,1991, , 
4222,Ingredion Inc - Illinois,54556,Ingredion Incorporated,IL,Cook,TGO2,ST,,22.5,21.1,21.2,OP,BIT,NG,5,1991, , 
16793,Schuylkill Energy Resource Inc,54634,St Nicholas Cogen Project,PA,Schuylkill,SNCP,ST,,99.2,86.0,86.0,OP,WC,DFO,9,1990, , 
24206,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,ID,Canyon,2250,ST,,2.2,2.2,2.2,OP,BIT,NG,10,1948, , 
24206,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,ID,Canyon,500,ST,,0.5,0.5,0.5,SB,BIT,NG,10,1950, , 
24206,Amalgamated Sugar Co-Nampa,54690,Amalgamated Sugar LLC Nampa,ID,Canyon,6500,ST,,6.0,6.0,6.0,OP,BIT,NG,10,1968, , 
55808,Westmoreland Partners,54755,Roanoke Valley Energy Facility II,NC,Halifax,GEN2,ST,,57.8,44.0,45.1,OP,BIT,,2,1995, , 
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN1,ST,,3.0,3.0,3.0,OP,BIT,OBS,1,1947, , 
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN2,ST,,3.0,3.0,3.0,OP,BIT,OBS,1,1956, , 
19539,University of Iowa,54775,University of Iowa Main Power Plant,IA,Johnson,GEN6,ST,,15.0,15.0,15.0,OP,BIT,OBS,1,1974, , 
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,IL,Champaign,T10,ST,,12.5,12.5,12.5,OP,BIT,NG,8,2004, , 
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,IL,Champaign,T11,ST,,12.5,12.5,12.5,OP,BIT,NG,6,2004, , 
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,IL,Champaign,T12,ST,,7.0,7.0,7.0,OP,BIT,NG,4,2004, , 
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,IL,Champaign,T6,ST,,7.5,7.5,7.5,OP,BIT,NG,6,1959, , 
19528,University of Illinois,54780,University of Illinois Abbott Power Plt,IL,Champaign,T7,ST,,7.5,7.5,7.5,OP,BIT,NG,8,1962, , 
50021,Neenah Paper Michigan Inc.,54867,Neenah Paper Munising Mill,MI,Alger,M387,ST,,6.2,5.8,5.8,OP,BIT,,1,1930, , 
2769,Cargill Inc,54965,Cargill Salt,MI,St Clair,ACTG,ST,,2.0,2.0,2.0,OP,BIT,NG,1,1968, , 
3593,"Choctaw Generation L.P, L.L.L.P.",55076,Red Hills Generating Facility,MS,Choctaw,RHGF,ST,,513.7,440.0,440.0,OP,LIG,NG,4,2001, , 
19145,"DTE Tuscola, LLC",55245,Tuscola Station,IL,Douglas,TG1,ST,,6.0,3.8,3.5,OP,BIT,NG,6,1953, , 
19145,"DTE Tuscola, LLC",55245,Tuscola Station,IL,Douglas,TG2,ST,,6.0,4.9,4.6,OP,BIT,NG,6,1953, , 
19145,"DTE Tuscola, LLC",55245,Tuscola Station,IL,Douglas,TG3,ST,,6.0,4.8,5.0,OP,BIT,NG,1,2001, , 
19545,Black Hills Power Inc,55479,Wygen 1,WY,CAMPBELL,0001,ST,,88.0,70.0,90.0,OP,SUB,NG,1,2003, , 
16233,Rocky Mountain Power Inc,55749,Hardin Generator Project,MT,Big Horn,UNT1,ST,,115.7,107.0,107.0,OP,SUB,NG,3,2006, , 
15330,Prairie State Generating Co LLC,55856,Prairie State Generating Station,IL,St Clair,PC1,ST,,883.0,812.0,812.0,OP,BIT,,6,2012, , 
15330,Prairie State Generating Co LLC,55856,Prairie State Generating Station,IL,St Clair,PC2,ST,,883.0,816.0,816.0,OP,BIT,,11,2012, , 
20847,Wisconsin Electric Power Co,56068,Elm Road Generating Station,WI,Milwaukee,1,ST,,701.3,634.0,634.0,OP,BIT,SUB,2,2010, , 
